,granice,nr,lat,lon
360,"andersena, bulwarowa nieparzyste, cienista, fatimska, kaczeñcowa, kocmyrzowska 3, 5, 7,7a makuszyñskiego nieparzyste, odmogile, podrzecze od 2 do 28, stadionowa, szybka, wojciechowskiego",361,50.084145,20.0425503
361,"obroñców krzy¿a 1, osiedle jagielloñskie od 1 do 8, 27, 37, osiedle z³ota jesieñ (bez nr 1 ), ³opackiego",362,50.0849838,20.0294079
362,"anny jagiellonki, barbary radziwi³³ówny, królowej bony, osiedle jagielloñskie od 9 do 26, od 28 do 36",363,50.0884193,20.0251226
363,osiedle kazimierzowskie od 26 do 34,364,50.0861812,20.0218738
364,"osiedle kazimierzowskie od 1 do 15, spytka z melsztyna",365,50.0833276,20.0239854
365,"osiedle kazimierzowskie od 18 do 25, el¿biety ³okietkówny",366,50.0860286,20.0236567
366,"kleinera, kocmyrzowska parzyste od 2 do 6, nieparzyste od 9 do 19, krasnowolskiego, lehra-sp³awiñskiego, ³empickiego, ³owiñskiego 1, makuszyñskiego parzyste, polskiego czerwonego krzy¿a, przebindowskiego, wañkowicza (bez 8, 14, 16, 20, 22), w¹wozowa",367,50.0807832,20.0614811
367,"osiedle na wzgórzach od 1 do 10, od 36 do 44, 59",368,50.0924569,20.06004
368,"osiedle na wzgórzach od 11 do 13 a, od 28 do 35",369,50.03579389999999,19.892511
369,osiedle na wzgórzach od 14 do 27,370,50.0359896,19.8908407
370,"darwina 4, kocmyrzowska 8, ³owiñskiego 3, 4, 5, osiedle na stoku od 1 do 9 i od 35 do 52",371,50.0902338,20.0590936
371,"osiedle na stoku od 10 do 27 (bez 23 a, 24 a)",372,50.0971777,20.0572637
372,"architektów, bacewiczówny, boles³awa krzywoustego, boles³awa wstydliwego, czerwonego kapturka, groickiego, henryka brodatego, jana kazimierza, jana olbrachta, janczarskiego, jasia i ma³gosi, jaskra, kazimierza jagielloñczyka, kazimierza sprawiedliwego, kisielewskiego, klemensa z ruszczy, kownackiej, leszka bia³ego, leszka czarnego, mortkowicz-olczakowej, petõfiego, piotrusia pana, p³omyczka, poraziñskiej, przemys³awa ii, przybosia, rycerska, samozwaniec, stanis³awa augusta poniatowskiego, wierzynka, w³adys³awa iv, w³adys³awa jagie³³y",373,50.0972762,20.0547126
373,"osiedle na stoku 23 a, 24 a, 27 a, od 28 do 34 a",374,50.096305,20.0535679
374,"birkuta, bo¿ywoja, bukszpanowa, cyprysów, darwina nieparzyste od 1 do 47f, florkowskiego, folwarczna, freege'go, gerlaha, geodetów, g³êbinowa, grêba³owska, jubileuszowa, kamberskiego, kantorowicka nieparzyste od 1 do 105 i parzyste od 4 do 54h, kirchmajera, ksiêdza kaczyñskiego, kocmyrzowska parzyste od 10 i nieparzyste od 21, korohody, luborzycka, ³¹cka, nieby³a, obwodowa, p³aska, pomykany, pruska, przymiarki, stefczyka, stokowa, studzienna, styczna, sybiraków, twaroga",375,50.10794509999999,20.0804231
375,"blokowa, burzowa, darwina parzyste od 6 i nieparzyste od 49, grzegorza z sanoka, komasy, lubocka, ³azowa, ³owiñskiego 7, 11, 13, 15, ³uczanowicka 2, 7, 9, 11, 13, 19, marglowa, mrozowa, niewielka, rowida, wielkich pieców",376,50.088176,20.0737603
376,"betlejemska, braci polskich, bruœnicka, bystronia, glinik, godebskiego, irzykowskiego, jase³kowa, jaskrowa, kalwiñska, kulinowskiej, kolêdnicza, kosów, ksiêdza figlewicza, lasowisko, ³uczanowicka (bez 2, 7, 9, 11, 13, 19), morstina, mycielskiego, organki, or³owskiego, pankiewicza, pasterska, sajakówka, skoczylasa, soczyny, sp³awy (bez 2), sulis³awa, trzech króli, uziemb³y, wadowska, wêgrzynowicka, wittiga, wodocza, za ogrodem, zagoœciniec, zawielgusie, ¿onkilowa",377,50.104329,20.1114914
377,"jeziorany, kantorowicka parzyste od 58a do 98 i nieparzyste od 111 do 207, morcinka, nad baranówk¹, stary goœciniec, wielkie pola, zak³adowa, zes³awicka, zakole",378,50.1038373,20.0397756
378,"barwna, dybowskiego, hektary, igo³omska od 83 do 105, koœcielnicka, kuœnierska, ³oziñskiego, ostrówka, ostafina, p³oszczyny, pod gajem, podbia³owa, pysocice,równa, sawy-caliñskiego, stopki, waligórskiego, wiewiórcza, wodzickich, wró¿enicka",379,50.1066399,20.1592163
379,osiedle centrum a od 1 do 14,380,50.07194,20.038534
380,osiedle hutnicze (bez nr 5),381,50.0734034,20.0453329
381,osiedle wandy,382,50.0704796,20.048889
382,osiedle ogrodowe,383,50.0711893,20.0449586
383,"cerchów, osiedle m³odoœci od 1 do 15 (bez 9, 10, 11), osiedle na skarpie od 21 do 46, sieroszewskiego 1, 1a, 3",384,50.0684237,20.0466899
384,"biskupa padniewskiego, biskupa tomickiego 3,5,7, osiedle centrum e od 1 do 25",385,50.0670631,20.0294182
385,"osiedle na skarpie od 1 do 20, od 47 do 64, osiedle m³odoœci 9, 10, 11",386,50.06855119999999,20.0452896
386,"osiedle willowe od 1 do 37, plac o¿añskiego",387,50.072057,20.0469279
387,osiedle stalowe od 1 do 18,388,50.074345,20.048392
388,osiedle centrum b od 1 do 11,389,50.07281889999999,20.038189
389,osiedle szklane domy,390,50.0752793,20.0441955
390,osiedle s³oneczne,391,50.07710059999999,20.0415007
391,"osiedle szkolne od 1 do 5, od 29 do 37",392,50.0752079,20.0474709
392,osiedle szkolne od 6 do 27,393,50.07635,20.046315
393,osiedle zielone od 1 do 28,394,50.1070461,19.9426282
394,"bulwarowa 2, osiedle sportowe ( bez nr 9)",395,50.08269,20.0424419
395,osiedle centrum c,396,50.0736044,20.0362311
396,osiedle zgody,397,50.07630899999999,20.0349934
397,osiedle urocze,398,50.0786526,20.0357781
398,osiedle górali,399,50.0798348,20.0381857
399,osiedle krakowiaków od 1 do 17,400,50.0815731,20.0345131
400,osiedle krakowiaków od 18 do 47,401,50.0833083,20.037537
401,"osiedle teatralne od 1 do 7, od 25 do 33",402,50.07969139999999,20.0286953
402,"osiedle teatralne od 8 do 24, od 34 do 35, ludŸmierska",403,50.0781518,20.03122
403,osiedle centrum d,404,50.0726449,20.0346598
404,osiedle handlowe,405,50.0736606,20.030863
405,"osiedle kolorowe od 1 do 15, 17 a",406,50.075261,20.029183
406,osiedle kolorowe od 16 do 47 (bez 17 a),407,50.07355769999999,20.0237921
407,osiedle spó³dzielcze,408,50.0769821,20.0272574
408,"bardosa, graniczna, gr¹by, hutnika, jagienki, je¿ynowa, jutrzyñska, kêpska, klasztorna, kmicica, kopaniec, kubliñskiego, longinusa podbipiêty (bez nr 1,19,19a,21,21a,64,74,78c,d,e,80b,82b,86), na niwach, odmêtowa ( bez nr 14,16,96.98), opata salwiñskiego, podbagnie, powiatowa, ptaszyckiego, samostrzelnika, stare wiœlisko, syrachowska, ujastek mogilski, wañkowicza 8, 14, 16, 20, 22, wiœniowieckiego, wojenna, wo³odyjowskiego, zag³oby, zakarnie, zbyszka z bogdañca, ziarkowa bez nr 4,8, ¿aglowa",409,50.0670747,20.0670827
409,"branicka, cha³upki, deszczowa, genera³a karaszewicza-tokarzewskiego (bez 39, 41, 43, 43 a, 45, 46, 48, 50, 52, 54), k¹kolowa, k³osowa, ³ubinowa, plastusia, powojowa, rumiankowa, sasanek, szymañskiego, tatarakowa, truskawkowa, wrzosowa, zaporêbie, ¿ó³wia",410,50.0580626,20.1275623
410,"barwinkowa, ciekowiec, czeczeñska 7, 9, 11, 13, 15, 27, genera³a karaszewicza-tokarzewskiego 39, 41, 43, 43 a, 45, 46, 48, 50, 52, 54, igo³omska od 35 do 82 b, jeziorko, podstawie, prawocheñskiego, pysoñce, rusiecka, rzepakowa, sitowiny, tarasowa, trzcinowa, tymiankowa, ubeliny, narcyza-wiatra, wiatraczna, wyci¹ska, za gór¹, ziemska",411,50.07533859999999,20.1536944
411,"bartnicza, betonowa, biwakowa, brzeska, dro¿yska, flame, jaglana, kontryma, ksiêdza luzara, morgi, nadwodna, plac turzymy, pla¿owa, pluty-czachowskiego, przylasek, siejówka, szlifierska, wi¹zowa, zakêpie",412,50.0526651,20.1893435
412,"cementowa, dymarek, gwarecka, igo³omska od 1 do 34, jezierskiego, karowa, martenowska, m³otków, nadbrzezie, nenckiego, ostrów, popielnik, rudni, suchy jar, œwiêtego wincentego, ziemianek",413,50.0759814,20.1154964
449,dom pomocy spo³ecznej kraków os. sportowe 9,450,50.081063,20.045561
450,dom pomocy spo³ecznej os. szkolne 28,451,50.0771356,20.0486372
451,dom pomocy spo³ecznej kraków os. hutnicze 5,452,50.0735059,20.046511
