,nr,granice,obwod06,lat,lon
121,122,"aleja kijowska 3, 8, 10, chocimska nieparzyste od 1 do 31 i parzyste od 4 do 32, czarnowiejska nieparzyste od 73 do 103, lea parzyste od 20 do 36a, ogrodniczek, plac nowowiejski, spokojna, urzędnicza parzyste od 2 do 30, za targiem",121,50.069091,19.9122072140806
122,123,"aleja kijowska parzyste od 12 do 16 i nieparzyste od 9 do 13, chocimska nieparzyste od 33 do 39 i 38, kronikarza galla parzyste od 18 do 24, królewska parzyste od 56 do 88, lea nieparzyste od 21a do 55, nowowiejska nieparzyste od 29 do 37, parzyste od 20 do 32, urzędnicza parzyste od 34 do 48",122,50.0714426,19.9149167
123,124,"aleja kijowska parzyste od 30 do 34, bytomska, kadecka 1, 4, 6, 8, 10, kazimierza wielkiego nieparzyste od 67 do 97 i parzyste od 108 do 144, kronikarza galla nieprzyste od 1b do 11, królewska nieparzyste od 61 do 69, racławicka parzyste od 2 do 32a, zakątek od 1 do 3",123,50.07493695,19.917211438598
124,125,"czyżewskiego, kazimierza wielkiego nieparzyste od 103, przeskok, podchorążych 1, siemieńskiego, zakątek od 4 do 9, 11, 12, 13",124,50.0812406,19.9128837
125,126,"aleja kijowska 22, 24, kazimierza wielkiego parzyste od 58 do 104, kronikarza galla parzyste od 2 do 12, królewska nieprzyste 45 do 59, nowowiejska od 1 do 16, urzędnicza parzyste od 52a do 64",125,50.0737443,19.916523
126,127,"aleja grotgera parzyste od 2 do 66, berenta, biernackiego, kazimierza wielkiego nieparzyste od 1 do 61, kościelna, kujawska, łobzowska 67, plac axentowicza 3, 5, 7, racławicka nieparzyste od 1 do 21, sienkiewicza od 18 do 27, urzędnicza 65 i 68, 68a, wyspiańskiego, zbrojów",126,50.0714469,19.9275915
127,128,"józefitów od 1 do 12, kazimierza wielkiego parzyste od 2 do 54a, królewska nieparzyste od 1 do 43, pomorska od 2 do 10, urzędnicza nieparzyste od 49 do 59",127,50.0715297,19.9240592
128,129,"aleja słowackiego parzyste od 2 do 18a, lenartowicza od 16 do 23, łobzowska parzyste od 46 do 52, plac axentowicza 4, 6, plac inwalidów 6, 7, 8, pomorska nieparzyste od 1 do 9, sienkiewicza od 1 do 15",129,50.0716688,19.928579987247
129,130,"chopina parzyste od 20 do 38 i nieparzyste od 17 do 33, czapińskiego, czarnowiejska nieparzyste od 55 do 63, konarskiego parzyste od 2 do 34, lea parzyste od 12b do 18, urzednicza nieparzyste od 1 do 29",130,50.0682019,19.9209896682602
130,131,"józefitów od 14 do 21, konarskiego od 39 do 54, królewska parzyste od 2 do 54, lea nieparzyste od 5 do 19a, plac inwalidów 3, 4, urzednicza nieparzyste od 35 do 47",131,50.0704798,19.9236836
131,132,"chopina parzyste od 4 do 18 i nieparzyste od 1 do 13, czarnowiejska nieparzyste od 41 do 51, lea parzyste od 4 do 12a, karłowicza, konarskiego nieprzyste od 1 do 37, symfoniczna, szymanowskiego",132,50.0687619,19.9229133541015
132,133,"aleja słowackiego parzyste od 38 do 66, cieszyńska, lubelska, mazowiecka nieparzyste od 1 do 21, prądnicka 4, słomnicka, śląska, świętokrzyska, wrocławska 8 i parzyste od 12 do 24",133,50.0751115,19.9319691
133,134,"oboźna, racławicka 55, składowa od 15, władysława łokietka od 1 do 32, poznańska 5, 6, 8, 10, wrocławska nieparzyste od 11 do 55, ",134,50.0779932,19.9277766
134,135,"augustynka-wichury, friedleina, kamienna 8, odrowąża, plater, pradnicka parzyste od 8 do 26 i 9, składowa od 1 do 14, wrocławska nieparzyste od 5 do 9, zbozowa",135,50.0789658,19.9310892
135,136,"aleja grottgera 1, 3 11, 11a, 35, 37, aleja słowackiego parzyste od 24 do 36, gzymsików, mazowiecka parzyste od do 46, sienkiewicza parzyste od 30 do 34",128,50.0724347,19.9291018
136,137,"kmieca 19, litewska nieparzyste od 9 do 23, mazowiecka nieparzyste od 23 do 39, wójtowska nieparzyste od 1 do 13, wrocławska parzyste od 26 do 56",136,50.07813895,19.9229890001171
137,138,"kmieca (bez 19), litewska parzyste od 20 do 34 i 66 i nieparzyste od 37 do 49, mazowiecka nieparzyste od 41 do 55, racławicka 39, 41, 47, wójtowska 4, wrocławska parzyste od 58 do 62",137,50.0783946,19.9228984
138,139,"aleja kijowska parzyste od 44 do 66, mazowiecka nieparzyste od 113 do 131, racławicka parzyste od 40 do 54, wrocławska nieparzyste od 75 do 97 i parzyste od 64 do 76",138,50.0765658,19.9173733
139,140,"aleja grottgera 43, aleja kijowska nieparzyste od 29 do 61, mazowiecka parzyste od 60 do 108, racławicka 29, 31, rzeczna, wojskowa, wrocławska 78, 78a, 80",139,50.07679945,19.916490378858
140,141,"osiedle złota podkowa, boya-żeleńskiego, generała wieniawy - długoszowskiego 6, 8, 10, 22, groszkowa, katowicka, księdza truszkowskiego, narcyzowa, palmowa, pasternik nieparzyste, peipera, pod strzechą, radzikowskiego 166, 168 i nieparzyste od 97, tetmajera, witkiewicza, zielony most od 4 do 12a, żeleńskiego",140,50.0831801,19.8780376
141,142,"balicka nieparzyste od 1 do 53 i parzyste 12, 12 a, 12 b, 12 c, 14a, 14b, na błonie 1, 3, 3 a, 3 b, 3 c, 9 a, zielony most 2",141,50.0824943,19.8869436705939
142,143,armii krajowej nieparzyste od 77 do 87,142,50.07703805,19.8874498787539
143,144,"armii krajowej nieparzyste 89, 93, 97 bronowicka 136, jabłonkowska, na błonie 15, 15 a, 15 b, 15 c",143,50.07952975,19.8884951878664
144,145,"na błonie 9, 11, 11a, 13, 13a, 13b",144,50.0797833,19.8822470826357
145,146,"arciszewskiego, balicka nieparzyste od 61 do 99 i parzyste od 40 do 102 a, 103, 103a, brzegowa, bzymka-strzałkowskiego, filtrowa, hamernia (bez 1), justowska, kowalskiego, księdza machaya, kwiatkowskiego, kuźnicza, legendy, lindego, młynarskiego, na błonie 6, 10, 12, 14, 16, 19 i od 20 do 61b, nad zalewem (bez 1, 1 a, 2e, 4, 4f, g, h, i, j, k, l s, 8), ochlewskiego, odlewnicza 1, 3, olkuska, orna, pamiętna, piwnika ponurego, popiela, prystora, przesmyk, przyjemna, rotmistrza pileckiego, strużeckiego, trawiasta, wiedeńska, zarudawie, zarzecze od 97 do 136",145,50.0753769,19.8846528
146,147,"balicka 116, 116a, 117 i od 125, barciszewskiego, brzezińskiego, brzozowskiego, dolińskiego, generała wieniawy - długoszowskiego (bez 6, 8, 10 i 22), godlewskiego, gradowa, hemara, kurozwęckiego, majora łupaszki, na nowinach, profesora spiczakowa, profesora myczkowskiego, przy młynówce, wapiennik, weryhy darowskiego, wierzyńskiego, wójcickiego, zakliki z mydlnik, zaklucze, zygmunta starego",146,50.0794898,19.86701308268
147,148,"altanowa, bronowicka parzyste od 2 do 12b, jadwigi z łobzowa, krzywy zaułek, lea nieparzyste od 123 do 165, młodej polski, niedziałkowskiego, piastowska parzyste od 34 do 50, rydla nieprzyste od 1 do 17, staszczyka, szlachtowskiego, żelechowskiego",147,50.0738811,19.9029228
148,149,"bandtkiego od 20, bronowicka 20, 38, 38a, cicha, rydla parzyste od 2 do 24",148,50.07508025,19.8988034263514
149,150,"bronowicka nieparzyste od 5 do 69, czeladnicza, czepca 3, 9 a, 9 b, 9 c, 9 d, głowackiego parzyste, górna, grenadierów, halczyna, kmietowicza, krakusów, rodakowskiego, rydla nieparzyste od 21 do 53 i 26, 28, 42, wallek-walewskiego, wjazdowa, zaczarowane koło, złoty róg od 1 do 23",149,50.07662145,19.9051419306897
150,151,"bronowicka nieparzyste od 71 do 139, czepca parzyste od 2 do 20, wernyhory, złoty róg od 25 do 54 i 54a",150,50.0800519,19.8957731870985
151,152,"drzymały, kunickiego, mysłakowskiego (bez 13), przybyszewskiego od 15 do 53 , 61, 63, 65, 67, sewera, szablowskiego, świętego wojciecha, wesele, włościańska, zarzecze parzyste od 2 do 90 i nieparzyste od 1 do 77",151,50.073954,19.8927081
152,153,"armii krajowej 2, 6, 8, 8a, kołowa, mysłakowskiego 13, lea parzyste od 110 do 244 i nieparzyste od 167 do 259, piastowska parzyste 30, 32, przybyszewskiego 71",152,50.070664,19.9027652002131
153,154,"bandtkiego od 1 do 18, bronowicka parzyste od 48 do 88, 90 i 104, przybyszewskiego od 1 do 14 a, sołtysa dytmara, stańczyka, zapolskiej",153,50.0781494,19.8990867
154,155,"aleja konarowa, aleja wędrowników, astronautów, bagatela, bażancia, bielańska, bielańskiego, czajek, czyżyków, daleka, dworna, jemiołuszek, kaszubska, krucza, księcia józefa parzyste od 128 do 212a, 218 i nieparzyste od 291 do 379, maćkowa góra, marszałka wolskiego, mirowska, na górkach, na grabinach, na wirach, niemena, okrąg, orla (bez 150), oszustowskiego, pod janem, pod szwedem, przepiórcza, puchalskiego, puszczyków, rędzina, sępia, skalna, sokola, zakręt, zaogrodzie, zaszkolna",154,50.0471366,19.838701
155,156,"aleja kasztanowa nieparzyste od 47 do 71b, 73 i parzyste od 54 do 78, baranieckiego, becka 17, 17a, 19, 25, 27, 29, 29b, 54, 58, 60 i nieparzyste od 41 do 57, chełmska, chwistka, czecha, grabowa parzyste, junacka, jurowicza, królowej jadwigi nieparzyste od 279 do 329, malownicza, marynarska, nad zalewem 2e, 4, 4f, g, h, i, j, k, l, s, niezapominajek, olszanicka od 1 do 9, orla 150, oświęcimska, podłużna, pod stokiem, przyszłości, pylna, rysi stok, rzepichy, wilczy stok, wiosenna, za skłonem, zakamycze, zielony dół",155,50.0662782,19.8588292
156,157,"amazonek, głogowiec, insurekcji kościuszkowskiej, jagiełka, jantarowa, korzeniaka, kosmowskiej, krzyżówka, księdza skargi, leśmiana, majówny, na borach, na polankach, nad źródłem, olszanicka od 10, pod skałą, pod szańcami, podkamyk, porzecze, powstania listopadowego, powstania styczniowego, raczkiewicza, stryjeńskiej, szaserów, wyżgi",156,50.0643127,19.8056006
157,158,"borówczana, bruzdowa, cygańska, dobrzyckiego, gajówka, herzoga, jodłowa, kamedulska, kasprzyckiego, koziarówka, księcia józefa nieparzyste od 115b do 289 i parzyste od 84 do 120, müncha, muzyczki, nietoperzy, olchowa, pajęcza, przegorzalska, rybna, skibowa, szyszko - bochusza, uboczna, winowców, zaskale, żemajtisa, żywiczna",157,50.050915,19.876126
158,159,"borelowskiego-lelewela 19, kałuży, łowiecka 3, 5, rotmistrza dunin-wąsowicza 3, 5, 7, 9, 11, 19 nieparzyste od 41 do 49 i parzyste od 8 do 52, stachowicza 3, 5, syrokomli parzyste od 22 do 26, ujejskiego nieparzyste od 1 do 15, włóczków parzyste od 20 do 22",158,50.0543716,19.9230659
159,160,"fałata 2, 2a, 2b, filarecka, kraszewskiego nieparzyste od 1 do 29 i przyste od 2 do 16, łowiecka 2, 6, prusa nieparzyste od 1 do 15, salwatorska nieparzyste od 1 do 7a, parzyste od 4 do 16, senatorska nieparzyste od 1 do 21",159,50.057099,19.9188176
160,161,"aleja marszałka focha 14 i od 24 do 33, fałata 4, 4/i, 4/ii, 4/iii, 4/2, 4/3, 6 i nieparzyste od 3 do 13, kraszewskiego parzyste od 22 do 36, prusa nieparzyste od 17 do 39 i 28, 30, salwatorska nieparzyste od 9 do 15, wyczółkowskiego od 2 do 8",160,50.0568642,19.9176896
161,162,"aleja marszałka focha 34, 38b, nieparzyste 33 do 39 c, fałata 12, 12d, 14, 14a, kasztelańska, mlaskotów, prusa parzyste od 2 do 18, salwatorska parzyste od 18 do 22 i nieparzyste od 17 do 35a, senatorska nieparzyste 23 do 43, wyczółkowskiego parzyste od 10 do 14",160,50.0562533,19.9164135496569
162,163,"aleja krasińskiego parzyste od 4 do 32, kościuszki 1, 3, morawskiego parzyste od 10 do 12, rotmistrza dunin-wąsowicza 2, 4, 6, syrokomli nieparzyste od 1 do 25",162,50.0432373,19.9448962
163,164,"borelowskiego - lelewela nieparzyste od 3 do 17, kościuszki nieparzyste od 15 do 27, morawskiego 5, stachowicza parzyste od 2 do 14, syrokomli parzyste od 10 do 20, tatarska, ujejskiego parzyste od 2a do 12, włóczków parzyste od 2 do 18 i 11a",163,50.0556712,19.9248088
164,165,"borelowskiego-lelewela parzyste od 2 do 24, dojazdowa, flisacka, jaskółcza, komorowskiego, kościuszki parzyste od 18 do 86 i nieparzyste od 31 do 75, plac na stawach, senatorska parzyste od 2 do 26, stachowicza nieparzyste od 13 do 17",164,50.0532538,19.9213333
165,166,"aleja małeckiego, doktora kudlińskiego, doktora owcy - orwicza, drożyna, emaus (bez 51, 53, 55, 57), fabiańskich, gandthiego, gryfity, hofmana, kopiec kościuszki, korzeniowskiego, królowej jadwigi nieparzyste od 1 do 153c, parzyste od 4 do 184, leszczynowa, ludwika węgierskiego, malczewskiego nieparzyste od 3 do 11 i parzyste od 4 do 12, odyńca, panoramiczna, piastowska parzyste od 2 do 10 i nieparzyste od 1 do 15, przegon, romera, sawickiego, słonecznikowa, tondosa, zaścianek, zimorodków",165,50.0549287,19.8967597
166,167,"aleja waszyngtona, anczyca, benedyktowicza, białe wzgórze, do przystani, gontyna, kościuszki 88, księcia józefa parzyste od 6 do 54 a i nieparzyste od 1 do 115, malczewskiego 47a, polnych kwiatów, świętej bronisławy, ukryta, wioślarska, wodociągowa",166,50.0575526,19.8749724
167,168,"28 lipca 1943 roku, bąkowskiego, berberysowa, bielaka, borowego, cedrowa, ciechanowskiego, czeremchowa, emaus 51, 53, 55, 57, koło strzelnicy, kopery, korbutowej, królowej jadwigi parzyste od 186 do 246 nieparzyste od 155 do 213, krzywickiego, lajkonika, lisia, mrówczana, mydlnicka 12, 20, nasza, pększyca - grudzińskiego, pod sikornikiem, pod sulnikiem, podłącze, poniedziałkowy dół, poręba, robla, rogalskiego, starowolska, strzelnica, wyrobka, wyrwy furgalskiego, złota",167,50.0641214,19.8858911
168,169,"agrestowa, aleja kasy oszczędności miasta krakowa, aleja do kopca, aleja kasztanowa nieparzyste od 1 do 43 i parzyste od 4 do 52, aleja modrzewiowa ( bez 22), aleja panieńskich skał, aleja pustelnika, aleja sosnowa, aleja żubrowa, astronomów, bodziszkowa, cisowa, dolina, estreicherów, grabowa nieparzyste, halki, jeleniowa, jesionowa, jontkowa górka, kogucia, kopalina, kotlarczyków, krańcowa, królowej jadwigi parzyste od 248 do 330 i nieparzyste od 215 do 277c, kukułcza, leśna, łazarskiego, migdałowa, morelowa, na wierzchowinach, nad zalewem 1, 1 a, 8, nitscha, sarnie uroczysko, świerkowa",168,50.0684351,19.8730465
169,170,"burgundzka, gwieździsta, kobierzyńska nieparzyste od 165 i parzyste od 144, koszarówka, normandzka, obozowa parzyste nr 2, 8, 12, 16, 16a, 20, 22, 22a, 24, 24abc, 38, 38a i nieparzyste od 1 do 63, profesor bieniarzówny, skośna, pułkownika spychalskiego, wandejska, zawiła nieparzyste od 51 i parzyste od 42",169,50.0111013,19.905284
170,171,"anusi, babinicza, billewiczów, braci kiemliczów, butrymów, dęboroga, kamieniecka, ketlinga, korpala od 1 do 20, krymska, laudańska, pod dębami, pod strugą, profesora bartla (bez nr 19, 19a, b, c, d, e), profesora wicherkiewicza, soroki, zaporoska, zbaraska",169,50.001191,19.8969951
171,172,"chmieleniec, szuwarowa",170,50.0204807,19.8980137
172,173,"czerwone maki 49, 53, 55, 57, 59, 61, 69, 71, 73, 82, 84, lubostroń, profesora bobrzyńskiego, szwai",170,50.0149815,19.8887484
173,174,"arktyczna, czerwone maki 45,  biedronki, biesiadna, centkiewiczów, doktora babińskiego od 1 do 28 ( bez 25) , 29/2, 29/19, 29/20, 29/21, 29/22, 29/22a, 29/23, 29/24, 29/25, 29/26, 29/27, 29/29, 29/30, 29/31, 29/32, 29/37, 29/44, 29/45, 29/45a, 29/vc oraz od 30 do 52 , doktora piltza, drozdowskich, galaktyczna, kolista, komuny paryskiej, krumłowskiego, kwiecista, macierzanki, orleańska, pawła z krosna, polarna, profesora czeppe, sidzińska, spacerowa, tymotkowa, zamiejska",171,50.0039187,19.8959255
174,175,"drukarska, gutenberga, jahody, profesora wiśniewskiego, przemiarki, zachodnia, zalesie nieparzyste od 39 i parzyste od 20, ",172,50.0242193,19.9019012
175,176,"bułgarska, dereniowa, krokusowa, liściasta, łany, pastelowa, podhalańska nieparzyste, pszczelna, ruczaj nieparzyste od 17 do 45 i parzyste od 22 do 54, 62 a, 62 b, sąsiedzka, turonia nieparzyste, zbrojarzy nieparzyste od 85",173,50.0263852,19.9176913
176,177,"kobierzyńska nieparzyste od 141 do 163 i parzyste od 128 do 142, magnolii, obozowa nieparzyste od 75, przyzby, raciborska, studzianki, torfowa, zalesie nieparzyste od 1 do 37 i parzyste od 2 do 18",173,50.0151163,19.9023642
177,178,"kobierzyńska nieparzyste od 91 do 139 a, b i parzyste od 104 do 126",174,50.0244535,19.9336273
178,179,"gronostajowa, grota roweckiego 40 i nieparzyste od 35",175,50.0279466,19.9031162
179,180,"baczyńskiego, balanówka, barycza, brűcknera, dobrowolskiego, doktora babińskiego od 53, domowa, generała karcza 3, 11, 13, grzegorzewskiej, harcmistrza orszy-broniewskiego, hufcowa, jasienicy, karola bunscha, kozienicka, księdza wujka, łukowiec, obrońców tobruku, ojca bocheńskiego, paska, porfirowa, rosista, skotnicka nieparzyste od 69 do 229 i parzyste od 88 do 250, starzyńskiego, szerokie łąki, szymonowica, unruga 106",176,50.0035284,19.8694379
180,181,"batalionów chłopskich, braterstwa broni, czwartaków, dworski ogród, krajobrazowa, kresowa, królówka, majora słabego, mochnaniec, obrońców helu, podole, porucznika emira, skotnicka nieparzyste od 1 do 67 i parzyste od 2 do 86 b, unruga (bez 106), winnicka, zelwerowicza",177,50.0156693,19.8711916
181,182,"błotniska, chlebiczna, działowskiego, hollendra, kochmańskiego, kołaczkowskiego, księdza trockiego, medalionów, na klińcu, nałkowskiej, petrażyckiego parzyste od 62 i nieparzyste od 41, podgórki tynieckie od 1 do 23, prażmowskiego, profesora opałka, radłowa, sapalskiego, skotnicka parzyste od 252 i nieparzyste od 231, solówki nieparzyste, topografów, tretówka, wapowskiego, warchałowskiego, wrony, zagumnie, zientary, żyzna",178,49.9884486,19.8571866
182,183,"bagienna, benedyktyńska, bogucianka, bolesława śmiałego, browarniana, bór, danusi jurandówny, dziewiarzy, fedkowicza, grodzisko, heligundy, janasówka, juranda ze spychowa, lutego tura, maćka z bogdańca, nad czerną, obrony tyńca, podgórki tynieckie od 24 (bez 96), promowa, skołczanka, stępice, świętojańska, szczygielskiego, toporczyków, walgierza wdałego, wielogórska, zagórze, zakleśnie",179,50.0082239,19.838952
183,184,"brzask, bobrowa, bodzowska, bojanówka, dąbrowa, falista, fosa, granitowa, gronowa, jachimeckiego, kaktusowa, kolarzy, kolna, kostrzecka, krzewowa, nierówna, osiedle srebrne uroczysko, profesora ślaskiego, pustelnia, tyniecka nieparzyste od 137 i parzyste od 118 f, widłakowa nieparzyste od 13 i parzyste od 10, wielkanocna, zaciernie",180,50.0252516,19.8519428
184,185,"bażanki, ćwikłowa, ekielskiego, harasymowicza, jemiołowa, krasowa, księżarskiego, moraczewskiego, na leszczu, odrzywolskiego, pokutyńskiego, prylińskiego, przełom, rodzinna, skalica, słońskiego, sodowa, świętego piotra, talowskiego, tyniecka nieparzyste od 47 do 135 i parzyste od 46 do 118 e, widłakowa nieparzyste od 1 do 11 i parzyste od 2 do 8b, wzgórze, zakrzowiecka",181,50.0326383,19.8920872
185,186,"do groty, łosiówka, norymberska, patynów, pietrusińskiego, praska nieparzyste od 27 i parzyste od 52, tyniecka od 23 do 45, zielna nieparzyste od 107",182,50.0399225,19.904332
186,187,"biała droga, boczna, bułhaka, czarodziejska, czechosłowacka, dębnicka, dworska, generała zielińskiego, jaworowa, kapelanka 1, 1 a, księdza pawlickiego, mieszczańska, mitkowskiego, monte cassino, nowaczyńskiego ( bez nr 1), obrońców poczty gdańskiej, praska nieparzyste od 1 do 23 i parzyste od 2 do 50, szwedzka nieparzyste od 1 do 49 i parzyste od 36 do 50, twardowskiego od 1 do 67, tyniecka od 10a do 21, wierzbowa, wygrana, zagonów, zielna parzyste, nieparzyste od 31 do 105",183,50.0495985,19.9223537
187,188,"ceglarska, kapelanka nieparzyste od 23 do 29 i parzyste od 2 do 40 , salezjańska, świętego jacka, twardowskiego od 68, wyłom",184,50.0366428,19.9254223
188,189,"bałuckiego, dębowa, konfederacka, pułaskiego nieparzyste od 7 i parzyste od 10, rolna, szwedzka parzyste od 2 do 34, skwerowa, tyniecka od 1 do 10, wasilewskiego, zagrody, zielna nieparzyste od 1 do 29",185,50.049994,19.9260913
189,190,"barska nieparzyste od 1 do 45 i parzyste od 2 do 42, kilińskiego, konopnickiej nieparzyste od 1 do 45 i parzyste od 2 do 36, madalińskiego, powroźnicza, pułaskiego nieparzyste od 1 do 5 i parzyste od 2 do 8, rynek dębnicki, różana, sandomierska, zamkowa, zduńska",186,50.0520137,19.9281626
190,191,kobierzyńska parzyste od 16 do 102,187,50.0363220,19.9288740
191,192,"kapelanka parzyste od 44, i nieparzyste 39 i od 57, lipińskiego bez nr 11, 13, 15, 17, miłkowskiego",188,50.0338859,19.9255767
192,193,"rostworowskiego, grota-roweckiego nieparzyste od 1 do 33 i 8, kamieniarska, kobierzyńska nieparzyste od 1 do 89, profesora łojasiewicza, pychowicka",189,50.028125,19.9152626
193,194,"barska parzyste od 44 i nieparzyste od 47, komandosów nieparzyste od 11 do 29, konopnickiej nieparzyste od 47 do 69, ludwinowska, na ustroniu, swoboda, turecka, zatorska",190,50.0461436,19.9323637
194,195,komandosów od 1 do 9,191,50.0456699,19.9307045
195,196,"komandosów parzyste od 10 do 18, słomiana nieparzyste od 1 do 15, szwedzka od 51",192,50.0432944,19.9305723
196,197,"słomiana 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 22a, 24, , ",193,50.0440905,19.9252295
197,198,"słomiana 19, 19a, 21, 21b, 23, 25, 27, 27a, 27b, 27c, kapelanka 3, 3a, 3b, 5, 5a, 5b, 11, 13, 15, 15a, rozdroże",194,50.0414784,19.9294542
198,199,"dekarzy, falowa, gajowa, goplana, huculska, irysowa, ludwisarzy, łukasińskiego, micińskiego, młynowa, piaseckiego, ruczaj parzyste od 2 do 20 i nieparzyste od 1 do 15g, światowida, świebodzicka, tokarska , turonia parzyste, tynkarzy, zaborze, zbrojarzy nieparzyste od 1 do 83 i parzyste, zdunów od 19",195,50.0214708,19.9217907
199,200,"chłodna, kościuszkowców, kowalska, krochmalniki, miła, montwiłła-mireckiego, na zrębie, niecała, niemcewicza, nowogródzka, okrzei, podhalańska parzyste, rynek fałęcki, tęczowa, zakopiańska nieparzyste od 73 do 97, zdunów od 1 do 18a, b,  żywiecka od 1 do 11",196,50.0180811,19.9268699
200,201,"borkowskie błonia, cesarza, doktora łuczyńskiego, druhny hanki, krępy, księdza karabuły, księdza zagrodzkiego, kułakowskiego, obozowa parzyste (bez nr 2, 8, 12, 16, 16a, 20, 22, 22a, 24, 24abc, 38, 38a), starca, solvaya, szczerbińskiego, ziobrowskiego, żywiecka nieparzyste od 13 i parzyste od 50",197,50.0137472,19.9111732
201,202,"goryczkowa, jagodowa parzyste od 2 do 12 i nieparzyste od 11 do 19, kępna, żywiecka parzyste od 12 do 48",197,50.0147759,19.9201896
202,203,"borowinowa 77, jeleniogórska, jugowicka parzyste, herberta 8, 10, 12, 14, marcika, modra, orzechowa, podmokła, sielska, zakopiańska parzyste od 54 do 86 i nieparzyste od 99 do 145, osiedle zaułek jugowicki, zawiła nieparzyste od 1 do 49",198,49.996449,19.9357207
203,204,"chmielna nieparzyste, chochołowska, do sanktuarium bożego miłosierdzia, fredry, generała roi 4, 4a, 4b, 6, goslara, harcerska, harcmistrza millana ( bez nr 22), kołodziejska, kurasia, kwietna, lechicka, malutka, motarskiego, myślenicka nieparzyste od 1 do 45 i parzyste od 2 do 32, na grządkach, ogrodniki, pasieczna, pierzchówka parzyste, pocztowa, połomskiego, porucznika wąchały, przykopy nieparzyste od 1 do 7, przy torze, ratajska, siostry faustyny, strumienna nieparzyste i parzyste od 2 do 14, sucha, sowia, sobótka, urocza, włodarska, zakopiańska parzyste od 2 do 52a, żmichowskiej",199,50.0133586,19.9462758
204,205,"bogdanowicza, borsucza 1, 3, 3a i parzyste od 2 do 8, brożka parzyste, cegielniana nieparzyste od 1 do 45, kędzierzyńska, kołobrzeska, koszalińska, lasek, nowotarska, pienińska, plac łagiewnicki, słupska, szaniawskiego, wałbrzyska, zielonogórska",200,50.0295439,19.9319084
205,206,"cegielniana parzyste od 2, ciesielska, deotymy, do wilgi, hoffmanowej, oraczy, zakopiańska nieparzyste od 1 do 71",201,50.02864435,19.9354059066705
206,207,"borsucza nieparzyste od 5 i parzyste od 10, cegielniana nieparzyste od 47, kusocińskiego, lipińskiego 11, 13, 15, 17, strąkowa, odrzańska",202,50.0286876,19.9285762
207,208,"barycka, blacharska, gacki, gąsiorowskiego, gruszczyńskiego nieparzyste od 1 do 31 i parzyste od 2 do 42, hallera parzyste od 16 i nieparzyste od 9, harcerzy krakowskich, hoborskiego, kosocicka 73, 75, 75 a, 75 b,  koszutki, krzemieniecka nieparzyste od 35 i parzyste od 34, lande, niebieska od 11, osterwy nieparzyste od 1 do 19 a, parzyste od 2 do 16, pawłowskiego, sczanieckiej, szczegów, sztaudyngera, żelazowskiego",203,49.9888022,20.0126501
208,209,"berdyczowska, chanieckiej, drużbackiej, geologów, gombrowicza, gruszczyńskiego parzyste od 44 i nieparzyste od 33, jarockiego, jasiukowicza, krzemieniecka nieparzyste od 1 do 33 i parzyste od 2 do 32, kukiełek golkowickich, kuryłowicza nieparzyste od 71 i parzyste od 52, malinowskiego, na obrydki, pajdaka, ratajskiego, schőnborna",204,49.9820896,19.9966544
209,210,"bełzy, do luboni od 61, droga rokadowa, gdowska, golkowicka, grawerska, kenara nieparzyste od 1 do 35, 35 a, parzyste od 2 do 18, kuryłowicza nieparzyste od 1 do 69, parzyste od 2 do 50, landaua nieparzyste, matematyków krakowskich nieparzyste od 1 do 27, 27a, miarowa nieparzyste od 37 i parzyste od 20, na pokusie, nad fosą, orszańska, osterwy nieparzyste od 21 i parzyste od 18, rytownicza, szczawnicka, tuchowska nieparzyste od 41 i parzyste od 50",205,49.9882446,19.9738776
210,211,"gołąba, lei, matematyków krakowskich parzyste od 26 i nieparzyste od 57, opiala, szarskiego, zbydniowicka",206,49.9755438,19.9635679
211,212,"bogdanowskiego, chałubińskiego nieparzyste od 85 i parzyste od 104, czuchnowskiego, doroszewskiego, drużka, familijna, gilowa, herbowa, iwaszkiewicza, kenara parzyste od 20 nieparzyste od 37, koźmiana, księdza kajzera, landaua parzyste, łysogórska, matematyków krakowskich parzyste od 2 do 24, mirtowa, myślenicka nieparzyste od 189 i parzyste od 164, niewodniczańskiego od 1 do 39, parafialna, profesora bochnaka, syreńskiego, wróblowicka parzyste od 8 i nieparzyste od 11",207,49.9818759,19.95355
212,213,"aleksandrowicza, chrzanowskiego, gościnna, grzepskiego, krzyżańskiego, niewodniczańskiego od 40, nowickiego",207,49.9771443,19.9492767
213,214,"babiego lata (bez 24), borowinowa (bez 77), chałubińskiego nieparzyste od 1 do 83 i parzyste od 2 do 102, czyrniańskiego, druskiennicka, kąpielowa nieparzyste od 11 i parzyste od 12 ( bez 70), krzyżanowskiego, lasogórska, lusińska, łobodowskiego, moszyńskiego, muszyńskiego, neussera, piłkarska, pytlasińskiego, rabczańska, sanatoryjna, starowiejska od 12, wczasowa, wypoczynkowa",208,49.9981643,19.9373284
